0.0 8.29 16.794 25.221 34.464 43.198 50.778 
0.0 3.996 8.065 11.889 17.106 20.616 25.962 
0.0 4.016 8.523 12.177 16.575 20.519 23.858 
0.0 4.254 8.882 13.356 17.774 22.014 26.837 
0.0 0.48 1.003 1.538 2.076 2.624 3.212 
0.0 0.489 1.012 1.557 2.096 2.648 3.193 
