0.23 0.31 0.617 0.914 1.224 1.558 
0.236 0.826 1.634 2.489 3.323 4.607 
0.228 0.848 1.684 2.48 3.299 4.74 
0.0 14.334 28.799 44.534 58.262 71.49 
0.0 13.658 28.4 44.829 58.126 74.203 
0.0 13.89 28.566 45.847 59.92 75.942 
0.0 1.793 3.585 5.363 7.322 9.038 
0.0 11.046 65.499 107.416 143.22 174.661 
0.0 11.022 65.511 107.73 142.454 140.392 
